# r Si-Si Si-Ge Ge-Ge
9.999999999999958575e-03 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.000000000000007522e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000018319e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.000000000000020095e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
8.999999999999988565e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.099999999999996397e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.299999999999997824e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.499999999999992728e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.700000000000010392e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.899999999999995859e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.100000000000007139e-01 0.000000000000000000e+00 1.390217260529756638e-01 0.000000000000000000e+00
2.299999999999987887e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.700000000000010170e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.900000000000002576e-01 0.000000000000000000e+00 0.000000000000000000e+00 1.483867466363359144e-01
3.100000000000011080e-01 0.000000000000000000e+00 1.276454683038414917e-01 0.000000000000000000e+00
3.299999999999986278e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.499999999999990896e-01 9.640313249876973634e-02 1.501734022166473226e-01 0.000000000000000000e+00
3.700000000000007172e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.117043537247111751e-02
3.900000000000005129e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.099999999999976996e-01 0.000000000000000000e+00 3.646990798682673424e-02 0.000000000000000000e+00
4.300000000000027134e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.500000000000018985e-01 0.000000000000000000e+00 0.000000000000000000e+00 6.164057743747723001e-02
4.699999999999990852e-01 0.000000000000000000e+00 2.773506882850487743e-02 0.000000000000000000e+00
4.899999999999978262e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.103061518716310585e-02
5.100000000000020073e-01 0.000000000000000000e+00 0.000000000000000000e+00 9.598363621479039098e-02
5.300000000000009148e-01 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.499999999999992673e-01 0.000000000000000000e+00 4.052771586318257291e-02 4.204804431707923756e-02
5.699999999999962874e-01 0.000000000000000000e+00 1.886287785070688353e-02 0.000000000000000000e+00
5.900000000000026334e-01 6.848793608545494793e-02 5.283260868056291470e-02 3.519959324093469705e-02
6.100000000000020961e-01 0.000000000000000000e+00 0.000000000000000000e+00 3.418380958633205485e-02
6.299999999999977840e-01 0.000000000000000000e+00 1.543603257508913140e-02 3.204803915198284336e-02
6.500000000000031308e-01 0.000000000000000000e+00 1.450081065826452215e-02 0.000000000000000000e+00
6.699999999999979305e-01 0.000000000000000000e+00 1.365861418811657735e-02 0.000000000000000000e+00
6.899999999999982814e-01 5.010123504071220535e-02 5.149348352410151874e-02 0.000000000000000000e+00
7.100000000000004086e-01 2.386340183886636809e-02 1.216306637698718815e-02 0.000000000000000000e+00
7.299999999999976508e-01 4.314836462540009437e-02 1.150083395601016016e-02 0.000000000000000000e+00
7.500000000000000000e-01 6.379213858334603637e-02 0.000000000000000000e+00 2.178386772981287869e-02
7.700000000000027933e-01 2.066699751564662901e-02 2.067852199090651488e-02 0.000000000000000000e+00
7.899999999999988143e-01 3.927783795776160214e-02 9.816934196975084931e-03 2.000257148633371659e-02
8.100000000000018296e-01 0.000000000000000000e+00 2.802488442788074116e-02 3.806404196454639399e-02
8.300000000000040679e-01 0.000000000000000000e+00 3.558495554837123875e-02 0.000000000000000000e+00
8.499999999999963141e-01 1.665021634116142790e-02 2.544360792527136650e-02 0.000000000000000000e+00
8.700000000000028821e-01 0.000000000000000000e+00 1.619545938830878329e-02 0.000000000000000000e+00
8.899999999999942402e-01 1.464490361526722684e-02 3.869044931200380649e-02 3.183623643064210224e-02
9.099999999999971445e-01 2.879117712431534387e-02 5.181283191321421622e-02 1.565495776563584004e-02
9.300000000000049338e-01 4.049507256982864956e-02 2.834642048166588491e-02 1.527852577413971007e-02
